4,27,139,139,405
4,27,139,139,405
4,27,139,139,405
4,27,1290,1290,3504
4,27,1290,1290,3504
4,27,1290,1290,3504
4,27,1290,1290,3504
4,27,1290,1290,3504
4,27,1290,1290,3504
4,28,1290,1290,3504
10,28,1290,1290,3504
10,28,1290,1290,3504
10,29,1290,1290,3504
10,29,1290,1290,3504
10,29,1430,1430,3504
10,29,1430,1430,3504
10,29,1430,1430,3504
10,29,1430,1430,3504
10,30,1430,1430,3504
15,30,1430,1430,3504
15,31,1430,1430,3504
15,31,1430,1430,3504
15,31,1430,1430,3504
21,31,1430,1430,3504
21,31,1430,1430,3504
21,31,1430,1430,3504
21,32,1430,1430,3504
21,32,1430,1430,3504
21,32,1430,1430,3504
21,32,1430,1430,3504
21,32,1582,1582,3504
21,33,1582,1582,3504
22,33,1582,1582,3504
22,33,1582,1582,3504
22,34,1582,1582,3504
22,34,1582,1582,3504
22,34,1582,1582,3504
23,35,1582,1582,3504
23,35,1582,1582,3504
23,35,1582,1582,3504
23,35,1582,1582,3504
23,35,1582,1582,3504
23,35,1582,1582,3504
23,36,1582,1582,3504
23,36,1582,1582,3504
25,36,1746,1746,3504
25,36,1746,1746,3504
25,36,1746,1746,3504
25,37,1746,1746,3504
25,37,1746,1746,3504
26,37,1746,1746,3504
26,38,1746,1746,3504
26,38,1746,1746,3504
26,38,1746,1746,3504
26,39,1746,1746,3504
26,39,1746,1746,3504
26,39,1746,1746,3504
26,40,1746,1746,3504
29,40,1746,1746,3504
29,40,1746,1746,3504
29,41,1746,1746,3504
29,41,1784,1784,3504
29,41,1784,1784,3504
30,41,1784,1784,3504
30,41,1784,1784,3504
30,42,1784,1784,3504
30,42,1784,1771,3504
30,43,1771,1771,3504
30,43,1771,1771,3504
30,43,1771,1771,3504
30,44,1771,1771,3504
31,44,1771,1771,3504
31,44,1771,1771,3504
31,44,1771,1771,3504
31,44,1771,1771,3504
31,45,1771,1771,3504
31,45,1771,1771,3504
31,45,1771,1771,3504
31,46,1771,1771,3504
31,46,1771,1771,3504
31,46,1771,1771,3504
31,46,1771,1771,3504
31,46,1771,1771,3504
31,46,1771,1771,3504
31,47,1771,1771,3504
31,47,1771,1771,3504
31,47,1771,1771,3504
31,47,1771,1771,3504
32,47,1771,1771,3504
32,48,1771,1771,3504
32,48,1771,1771,3504
32,48,1771,1771,3504
32,49,1771,1771,3504
32,49,1771,1771,3504
32,49,1771,1771,3504
32,49,1771,1771,3504
32,49,1771,1771,3504
32,50,1771,1771,3504
32,50,1771,1771,3504
32,50,1771,1771,3504
32,50,1771,1771,3504
32,50,1771,1759,3504
32,50,1759,1759,3504
32,50,1759,1759,3504
32,51,1759,1759,3504
32,51,1759,1759,3504
